MWE, MWE_mean,MWE_std, Word1_mean,Word1_std, Word2_mean,Word2_std, Word3_mean,Word3_std, Word4_mean,Word4_std, Word5_mean, Word5_std,
[ha] [någon] på tråden, 3.3333333333333335,1.2472191289246473, n/a, n/a, n/a, n/a, n/a, n/a, 3.167, 1.302, n/a, n/a 
[ha] [något] på tungan, 3.3125,1.2103072956898178, n/a, n/a, n/a, n/a, n/a, n/a, 3.062, 1.298, n/a, n/a 
[ha] händerna fulla, 3.210526315789474,1.4718033109589013, n/a, n/a, 2.421, 1.786, 2.368, 1.661, n/a, n/a, n/a, n/a 
[något] att hänga i julgranen, 4.533333333333333,0.8844332774281067, n/a, n/a, n/a, n/a, 4.133, 1.204, n/a, n/a, 4.267, 1.436 
bakom galler, 1.9,1.4106735979665883, n/a, n/a, 2.35, 1.492, n/a, n/a, n/a, n/a, n/a, n/a 
betala för kalaset, 2.411764705882353,1.0323487514578966, 0.941, 0.998, n/a, n/a, 3.059, 1.589, n/a, n/a, n/a, n/a 
bita i det sura äpplet, 4.777777777777778,0.5328701692569688, 4.167, 0.833, n/a, n/a, n/a, n/a, 4.111, 0.737, 4.389, 1.161 
blotta sig, 2.588235294117647,1.2860712417103204, 2.882, 1.49, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
blotta strupen, 3.85,0.852936105461599, 2.6, 1.158, 3.9, 1.513, n/a, n/a, n/a, n/a, n/a, n/a 
brinna av iver, 3.85,0.852936105461599, 4.4, 0.917, n/a, n/a, 0.85, 1.108, n/a, n/a, n/a, n/a 
dagens sanning, 2.0,1.4142135623730951, 2.188, 1.509, 1.0, 1.118, n/a, n/a, n/a, n/a, n/a, n/a 
det fina i kråksången, 4.153846153846154,1.3499945211372495, n/a, n/a, 1.692, 1.588, n/a, n/a, 4.308, 1.323, n/a, n/a 
eld i baken, 4.6875,0.46351240544347894, 4.562, 0.496, n/a, n/a, 4.5, 0.612, n/a, n/a, n/a, n/a 
enligt konstens alla regler, 3.1333333333333333,1.3097921802925667, 0.733, 0.929, 3.333, 1.135, n/a, n/a, 1.867, 1.36, n/a, n/a 
fara åt helvete, 4.2105263157894735,1.0552598766191275, 3.053, 1.468, n/a, n/a, 3.842, 1.598, n/a, n/a, n/a, n/a 
femte hjulet, 4.421052631578948,0.6740130776245103, 3.053, 1.605, 3.632, 1.596, n/a, n/a, n/a, n/a, n/a, n/a 
fjärilar i magen, 4.25,1.0428326807307104, 4.5, 1.072, n/a, n/a, 2.15, 1.526, n/a, n/a, n/a, n/a 
fullt hus, 2.0,0.9354143466934853, 0.875, 0.927, 1.875, 0.992, n/a, n/a, n/a, n/a, n/a, n/a 
föra [någon] bakom ljuset, 3.9411764705882355,1.2112506048220002, 2.706, 1.446, n/a, n/a, n/a, n/a, 4.059, 0.998, n/a, n/a 
förlora ansiktet, 4.454545454545454,0.6555547773570889, 3.318, 1.061, 4.318, 0.972, n/a, n/a, n/a, n/a, n/a, n/a 
föröka sig, 1.6666666666666667,1.5347819244295118, 1.533, 1.454, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
ge [någon] sparken, 4.0,1.118033988749895, 2.312, 1.685, n/a, n/a, 4.375, 0.857, n/a, n/a, n/a, n/a 
gnissla med tänderna, 2.1666666666666665,1.4624940645653537, 2.583, 1.605, n/a, n/a, 1.833, 1.518, n/a, n/a, n/a, n/a 
gå i fällan, 3.05,1.16081867662439, 2.65, 1.492, n/a, n/a, 2.85, 1.276, n/a, n/a, n/a, n/a 
gå i kras, 2.9375,1.71277370075559, 2.875, 2.088, n/a, n/a, 2.25, 1.75, n/a, n/a, n/a, n/a 
gå in i väggen, 4.5,0.6871842709362768, 3.889, 1.37, n/a, n/a, n/a, n/a, 4.167, 1.344, n/a, n/a 
gå sin egen väg, 3.1666666666666665,1.4240006242195884, 2.833, 1.462, n/a, n/a, 1.778, 1.652, 3.278, 1.483, n/a, n/a 
gå vidare, 3.0,1.0583005244258363, 3.16, 1.317, 2.16, 1.541, n/a, n/a, n/a, n/a, n/a, n/a 
gå åt skilda håll, 2.6842105263157894,1.4528603938781326, 2.421, 1.426, n/a, n/a, 1.842, 1.424, 2.316, 1.687, n/a, n/a 
göra pengar, 2.3125,1.3095204274848102, 2.5, 1.803, 0.812, 0.95, n/a, n/a, n/a, n/a, n/a, n/a 
hissa segel, 3.0,1.96638416050035, 2.733, 1.914, 3.133, 1.996, n/a, n/a, n/a, n/a, n/a, n/a 
hämta sig, 3.8,1.1075498483890767, 3.733, 1.181, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
hänga med huvudet, 3.0526315789473686,1.0499967022768422, 2.684, 1.029, n/a, n/a, 2.105, 1.372, n/a, n/a, n/a, n/a 
hänga på en tråd, 4.230769230769231,0.9730085108210399, 3.538, 1.151, n/a, n/a, n/a, n/a, 4.077, 0.997, n/a, n/a 
hålla [sitt] ord, 2.789473684210526,1.5754346891679754, 2.421, 1.6, n/a, n/a, 2.158, 1.387, n/a, n/a, n/a, n/a 
hålla sig på mattan, 4.5625,0.49607837082461076, 3.0, 1.118, n/a, n/a, n/a, n/a, 4.562, 0.864, n/a, n/a 
hålla tummarna, 3.0,1.5894388284780525, 2.316, 1.624, 2.632, 1.754, n/a, n/a, n/a, n/a, n/a, n/a 
hålla tyst, 2.0,1.4509525002200232, 2.526, 1.391, 1.0, 1.556, n/a, n/a, n/a, n/a, n/a, n/a 
hålla tätt, 2.1538461538461537,1.2307692307692306, 1.692, 1.323, 1.692, 1.264, n/a, n/a, n/a, n/a, n/a, n/a 
höja [någon] till skyarna, 3.909090909090909,0.8999540851465151, 1.955, 1.107, n/a, n/a, n/a, n/a, 4.455, 0.582, n/a, n/a 
i backspegeln, 3.75,1.2599603168354152, n/a, n/a, 3.55, 1.396, n/a, n/a, n/a, n/a, n/a, n/a 
i krokarna, 4.0,1.1281521496355325, n/a, n/a, 3.818, 1.527, n/a, n/a, n/a, n/a, n/a, n/a 
kasta en blick, 3.4,1.1430952132988166, 3.6, 1.625, n/a, n/a, 1.4, 1.541, n/a, n/a, n/a, n/a 
kasta handsken, 3.764705882352941,1.1129934075543824, 3.176, 1.581, 3.294, 1.525, n/a, n/a, n/a, n/a, n/a, n/a 
kasta på sophögen, 2.6666666666666665,1.1055415967851334, 2.278, 1.483, n/a, n/a, 2.611, 1.704, n/a, n/a, n/a, n/a 
kasta vatten, 3.357142857142857,1.493181782883348, 3.286, 1.485, 2.214, 1.473, n/a, n/a, n/a, n/a, n/a, n/a 
knipa käft, 2.0,1.2977713690461004, 1.632, 1.086, 1.263, 1.481, n/a, n/a, n/a, n/a, n/a, n/a 
kort stubin, 4.461538461538462,0.7457969011409737, 2.846, 1.955, 4.538, 0.634, n/a, n/a, n/a, n/a, n/a, n/a 
kräla i stoftet, 4.45,0.6689544080129827, 3.9, 1.3, n/a, n/a, 4.4, 0.663, n/a, n/a, n/a, n/a 
leva livet, 2.6666666666666665,1.2909944487358056, 2.333, 1.633, 2.111, 1.242, n/a, n/a, n/a, n/a, n/a, n/a 
lugna gatan, 3.388888888888889,1.1124991330278213, 1.444, 1.212, 3.333, 1.414, n/a, n/a, n/a, n/a, n/a, n/a 
lägga på hyllan, 4.105263157894737,0.6402907926629705, 3.263, 1.207, n/a, n/a, 4.158, 0.812, n/a, n/a, n/a, n/a 
mannen på gatan, 2.8823529411764706,1.1823383083671637, 2.294, 1.072, n/a, n/a, 2.824, 1.097, n/a, n/a, n/a, n/a 
med handen på hjärtat, 3.65,1.2359207094308275, n/a, n/a, 2.95, 1.746, n/a, n/a, 3.35, 1.424, n/a, n/a 
med vänster hand, 2.75,1.7853571071357126, n/a, n/a, 2.938, 1.784, 1.812, 1.704, n/a, n/a, n/a, n/a 
mitt i prick, 3.0,1.3228756555322954, 1.25, 1.199, n/a, n/a, 3.125, 1.763, n/a, n/a, n/a, n/a 
objuden gäst, 1.4166666666666667,1.0374916331657278, 1.167, 1.143, 1.583, 1.498, n/a, n/a, n/a, n/a, n/a, n/a 
ond cirkel, 4.0,0.816496580927726, 2.867, 1.5, 3.333, 1.35, n/a, n/a, n/a, n/a, n/a, n/a 
på banan, 3.6363636363636362,0.6428243465332251, n/a, n/a, 3.545, 0.782, n/a, n/a, n/a, n/a, n/a, n/a 
på högvarv, 3.111111111111111,1.286204100310025, n/a, n/a, 2.944, 1.353, n/a, n/a, n/a, n/a, n/a, n/a 
på lyset, 4.733333333333333,0.4422166387140533, n/a, n/a, 4.533, 1.024, n/a, n/a, n/a, n/a, n/a, n/a 
raka rör, 4.2727272727272725,1.1354541815269814, 3.273, 1.42, 4.545, 1.157, n/a, n/a, n/a, n/a, n/a, n/a 
rapp i käften, 2.4615384615384617,1.393136175098064, 1.846, 1.747, n/a, n/a, 1.615, 1.273, n/a, n/a, n/a, n/a 
rasa samman, 2.8421052631578947,1.1361596392064686, 2.737, 1.516, 2.579, 1.389, n/a, n/a, n/a, n/a, n/a, n/a 
rynka pannan, 0.9375,1.0288798520721456, 0.875, 1.053, 0.938, 1.144, n/a, n/a, n/a, n/a, n/a, n/a 
röd av ilska, 2.2142857142857144,1.4725377234348787, 2.357, 1.586, n/a, n/a, 0.429, 0.728, n/a, n/a, n/a, n/a 
röra på påkarna, 3.411764705882353,1.1910856900774462, 1.059, 1.259, n/a, n/a, 4.176, 0.923, n/a, n/a, n/a, n/a 
se mellan fingrarna, 4.352941176470588,0.47788461203740945, 2.647, 1.234, n/a, n/a, 4.235, 1.002, n/a, n/a, n/a, n/a 
skaka hand, 1.2941176470588236,0.7487012977269327, 1.765, 1.165, 0.941, 0.872, n/a, n/a, n/a, n/a, n/a, n/a 
skatta sig lycklig, 2.642857142857143,1.8364228760260632, 2.643, 1.913, n/a, n/a, 0.929, 1.223, n/a, n/a, n/a, n/a 
skjuta sig i foten, 4.238095238095238,1.2688488185213551, 4.143, 1.283, n/a, n/a, n/a, n/a, 4.286, 1.278, n/a, n/a 
skörda frukterna, 3.5,0.8660254037844386, 2.75, 1.299, 3.312, 1.31, n/a, n/a, n/a, n/a, n/a, n/a 
slänga-ur sig, 3.1538461538461537,1.2307692307692308, 3.077, 1.591, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
snyta sig, 0.625,1.4086784586980805, 0.312, 0.682, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
sova sked, 2.0526315789473686,1.3562209186026446, 0.316, 0.465, 3.053, 1.538, n/a, n/a, n/a, n/a, n/a, n/a 
spilla tid, 3.0,1.0583005244258363, 3.6, 1.131, 1.2, 1.549, n/a, n/a, n/a, n/a, n/a, n/a 
spotta i glaset, 3.7142857142857144,0.880630571852711, 3.071, 1.534, n/a, n/a, 1.786, 1.567, n/a, n/a, n/a, n/a 
sträcka sig, 1.8888888888888888,1.4487116456005884, 2.0, 1.599, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a 
sätta punkt, 2.9473684210526314,1.637510440642531, 2.737, 1.712, 3.0, 1.777, n/a, n/a, n/a, n/a, n/a, n/a 
ta i nackskinnet, 3.857142857142857,0.9147320339189784, 2.643, 1.493, n/a, n/a, 4.0, 0.845, n/a, n/a, n/a, n/a 
tak över huvudet, 1.6470588235294117,1.2806788857104259, 1.706, 1.404, n/a, n/a, 1.765, 1.591, n/a, n/a, n/a, n/a 
tala i gåtor, 2.933333333333333,1.2364824660660938, 0.533, 0.618, n/a, n/a, 2.8, 1.759, n/a, n/a, n/a, n/a 
tappa tråden, 4.266666666666667,0.6798692684790381, 3.0, 1.155, 4.2, 0.833, n/a, n/a, n/a, n/a, n/a, n/a 
tappad bakom en vagn, 4.444444444444445,0.8314794192830981, 3.611, 1.253, 3.278, 1.193, n/a, n/a, 3.722, 1.446, n/a, n/a 
tidens tand, 4.333333333333333,0.9428090415820634, 1.25, 1.09, 4.417, 1.187, n/a, n/a, n/a, n/a, n/a, n/a 
torr bakom öronen, 4.785714285714286,0.5578749768504754, 4.429, 0.904, n/a, n/a, 4.643, 0.811, n/a, n/a, n/a, n/a 
torr i munnen, 0.7692307692307693,1.1200169060431566, 0.923, 1.269, n/a, n/a, 0.538, 1.082, n/a, n/a, n/a, n/a 
ulv i fårakläder, 4.260869565217392,1.1875217638041446, 4.087, 1.1, n/a, n/a, 4.217, 1.317, n/a, n/a, n/a, n/a 
uppe med tuppen, 2.8823529411764706,1.4904540540376385, 0.588, 0.691, n/a, n/a, 3.059, 1.305, n/a, n/a, n/a, n/a 
uppföra sig som folk, 1.6666666666666667,1.1547005383792515, 0.611, 0.826, n/a, n/a, n/a, n/a, 2.167, 1.213, n/a, n/a 
visa tänderna, 3.727272727272727,1.4200453956193917, 2.091, 1.676, 2.818, 2.037, n/a, n/a, n/a, n/a, n/a, n/a 
väga orden, 3.611111111111111,1.0613873985857112, 4.111, 1.1, 1.278, 1.193, n/a, n/a, n/a, n/a, n/a, n/a 
vända kappan efter vinden, 4.55,0.4974937185533101, 2.4, 1.356, 3.95, 1.322, n/a, n/a, 3.7, 0.843, n/a, n/a 
vända sig i sin grav, 4.7894736842105265,0.40768245749551757, 3.632, 1.596, n/a, n/a, n/a, n/a, n/a, n/a, 3.789, 1.398 
öm punkt, 3.3076923076923075,0.9101661204768642, 2.769, 1.671, 2.923, 1.206, n/a, n/a, n/a, n/a, n/a, n/a 
öppet vatten, 2.7,1.7916472867168918, 2.0, 1.732, 1.7, 1.735, n/a, n/a, n/a, n/a, n/a, n/a 
